Review	Liked
flavorful pizza and a great atmosphere overall. The sushi was delightful too.	1
The staff was soggy.	0
wonderful steak and a great atmosphere overall.	1
Worst soup I've had in a long time, truly mediocre.	0
I hated the underwhelming waiter here. The staff was terrible too.	0
The burger was disappointing.	0
The ambience here is cozy and worth every penny.	1
mediocre coffee and a poor atmosphere overall.	0
Would not recommend, the staff was burnt.	0
The burger here is great and worth every penny. The menu was wonderful too.	1
tasteless bread and a poor atmosphere overall.	0
greasy staff and a poor atmosphere overall.	0
Such a delicious experience with the pizza. The waitress was fantastic too.	1
What a unfriendly place, the chef fell far short. The waiter was cold too.	0
The food was slow. The dessert was soggy too.	0
Absolutely stale coffee, never coming back. The burger was cold too.	0
outstanding food and a great atmosphere overall. The staff was perfect too.	1
We really enjoyed the great soup tonight.	1
We really enjoyed the delicious dessert tonight.	1
Absolutely dirty waiter, never coming back. The place was noisy too.	0
Would not recommend, the place was overpriced. The food was overpriced too.	0
Best service I've had in a long time, truly flavorful. The restaurant was excellent too.	1
burnt service and a poor atmosphere overall. The pizza was mediocre too.	0
I hated the stale steak here.	0
The place was cozy. The coffee was delicious too.	1
We really enjoyed the great ambience tonight.	1
I hated the tasteless pasta here.	0
Such a dirty experience with the food. The pasta was unfriendly too.	0
Worst pizza I've had in a long time, truly bad.	0
Highly recommend, the sushi was tasty.	1
The pizza was wonderful.	1
Highly recommend, the food was fresh. The food was outstanding too.	1
The food here is friendly and worth every penny. The coffee was fresh too.	1
The waitress was underwhelming.	0
I loved the perfect restaurant here. The pizza was cozy too.	1
We really enjoyed the superb waitress tonight.	1
I loved the impressive staff here.	1
What a great place, the ambience exceeded expectations.	1
Such a wonderful experience with the waitress. The steak was friendly too.	1
We really regretted the tasteless steak tonight. The staff was disappointing too.	0
I hated the noisy restaurant here. The waiter was bad too.	0
outstanding chef and a great atmosphere overall. The dessert was tasty too.	1
We really regretted the greasy chef tonight. The place was bland too.	0
What a lovely place, the waiter exceeded expectations. The steak was wonderful too.	1
Best staff I've had in a long time, truly fresh. The service was lovely too.	1
The burger was rude.	0
Would not recommend, the chef was burnt. The chef was cold too.	0
The restaurant was fantastic. The pizza was wonderful too.	1
Best menu I've had in a long time, truly friendly.	1
What a impressive place, the staff exceeded expectations. The staff was amazing too.	1
We really regretted the disappointing staff tonight.	0
I loved the outstanding staff here. The chef was delicious too.	1
impressive waiter and a great atmosphere overall.	1
The ambience was flavorful. The waitress was excellent too.	1
Absolutely disappointing dessert, never coming back. The chef was slow too.	0
What a delightful place, the service exceeded expectations.	1
flavorful pasta and a great atmosphere overall.	1
I hated the awful sushi here. The restaurant was mediocre too.	0
Such a cozy experience with the menu.	1
amazing bread and a great atmosphere overall.	1
Would not recommend, the dessert was underwhelming.	0
Highly recommend, the dessert was impressive. The burger was excellent too.	1
What a tasteless place, the food fell far short. The burger was awful too.	0
Worst sushi I've had in a long time, truly soggy.	0
I loved the excellent pizza here. The pizza was perfect too.	1
Such a delicious experience with the bread.	1
Absolutely superb ambience, will come back again. The soup was outstanding too.	1
The dessert was impressive.	1
What a noisy place, the dessert fell far short. The menu was underwhelming too.	0
Absolutely lovely bread, will come back again.	1
Such a awful experience with the staff.	0
We really enjoyed the cozy food tonight. The salad was tasty too.	1
Absolutely outstanding restaurant, will come back again.	1
The steak was delicious. The restaurant was fantastic too.	1
I hated the dirty coffee here. The ambience was noisy too.	0
The place here is outstanding and worth every penny. The waiter was quick too.	1
Absolutely outstanding sushi, will come back again.	1
Best bread I've had in a long time, truly delightful. The soup was excellent too.	1
The ambience here is lovely and worth every penny. The food was impressive too.	1
The ambience was noisy. The steak was unfriendly too.	0
I loved the impressive pizza here.	1
I hated the tasteless restaurant here. The steak was rude too.	0
We really regretted the tasteless staff tonight. The menu was overpriced too.	0
The staff here is dirty and not worth the money.	0
awful food and a poor atmosphere overall.	0
rude waitress and a poor atmosphere overall.	0
Would not recommend, the ambience was dirty. The sushi was noisy too.	0
We really enjoyed the excellent pizza tonight. The service was lovely too.	1
The food here is tasteless and not worth the money.	0
Absolutely tasteless staff, never coming back.	0
Would not recommend, the waiter was bland.	0
What a outstanding place, the staff exceeded expectations.	1
amazing sushi and a great atmosphere overall.	1
unfriendly waiter and a poor atmosphere overall. The place was tasteless too.	0
tasty menu and a great atmosphere overall.	1
The bread here is stale and not worth the money. The place was awful too.	0
Would not recommend, the ambience was noisy.	0
Best restaurant I've had in a long time, truly delicious. The staff was lovely too.	1
Such a underwhelming experience with the salad. The menu was rude too.	0
We really enjoyed the great pasta tonight.	1
We really enjoyed the friendly pasta tonight.	1
Would not recommend, the burger was bland. The dessert was horrible too.	0
We really regretted the rude dessert tonight. The chef was bad too.	0
The burger here is fresh and worth every penny.	1
I hated the cold restaurant here.	0
What a mediocre place, the bread fell far short. The service was horrible too.	0
Would not recommend, the coffee was mediocre.	0
Such a impressive experience with the sushi.	1
The staff was friendly.	1
What a noisy place, the coffee fell far short. The chef was rude too.	0
Such a tasty experience with the waiter. The waitress was great too.	1
Absolutely tasty waitress, will come back again.	1
I loved the outstanding burger here. The bread was friendly too.	1
The bread here is outstanding and worth every penny.	1
What a delightful place, the food exceeded expectations.	1
cold waitress and a poor atmosphere overall. The soup was noisy too.	0
I hated the cold soup here.	0
Would not recommend, the place was greasy.	0
perfect waitress and a great atmosphere overall.	1
We really enjoyed the delightful soup tonight. The burger was friendly too.	1
What a unfriendly place, the restaurant fell far short.	0
delicious ambience and a great atmosphere overall.	1
The steak was overpriced.	0
The burger was dirty. The pasta was greasy too.	0
I hated the underwhelming burger here.	0
The pizza here is wonderful and worth every penny.	1
The chef here is outstanding and worth every penny.	1
Such a bland experience with the salad.	0
Would not recommend, the waitress was underwhelming.	0
Absolutely soggy service, never coming back. The coffee was horrible too.	0
What a soggy place, the restaurant fell far short. The menu was disappointing too.	0
The service was fresh.	1
The dessert here is tasty and worth every penny. The chef was cozy too.	1
The ambience was cold. The sushi was unfriendly too.	0
We really regretted the rude chef tonight.	0
Absolutely superb dessert, will come back again.	1
The burger here is great and worth every penny. The service was excellent too.	1
Such a disappointing experience with the soup.	0
stale menu and a poor atmosphere overall.	0
Absolutely underwhelming food, never coming back.	0
